college,signingBonus_diff,awareness_rating,shortRouteRunning_diff,press_diff,carrying_diff,strength_rating,catchInTraffic_rating,pursuit_rating,plyrAssetname,breakSack_diff,plyrPortrait_diff,catching_rating,spinMove_rating,acceleration_diff,breakTackle_diff,height,finesseMoves_rating,strength_diff,runBlock_rating,tackle_rating,runBlock_diff,kickPower_diff,zoneCoverage_rating,plyrBirthdate,awareness_diff,runningStyle_rating,totalSalary,trucking_rating,toughness_diff,hitPower_diff,tackle_diff,jukeMove_rating,playRecognition_rating,shortRouteRunning_rating,status,lastName,jerseyNum_diff,jerseyNum,breakSack_rating,passBlockFinesse_diff,jumping_rating,throwAccuracyDeep_diff,stamina_diff,throwAccuracyShort_diff,powerMoves_diff,throwOnTheRun_diff,zoneCoverage_diff,jukeMove_diff,speed_diff,release_rating,agility_diff,hitPower_rating,throwAccuracyMid_rating,kickAccuracy_rating,impactBlocking_diff,stamina_rating,plyrPortrait,kickPower_rating,throwUnderPressure_rating,team,signingBonus,height_diff,playAction_diff,throwUnderPressure_diff,changeOfDirection_diff,blockShedding_rating,fullNameForSearch,overall_rating,deepRouteRunning_diff,passBlockFinesse_rating,runBlockFinesse_diff,throwPower_rating,kickReturn_rating,leadBlock_rating,bCVision_rating,primaryKey_diff,mediumRouteRunning_diff,playAction_rating,totalSalary_diff,teamId_diff,leadBlock_diff,catchInTraffic_diff,mediumRouteRunning_rating,acceleration_rating,spinMove_diff,yearsPro_diff,spectacularCatch_rating,injury_rating,weight,playRecognition_diff,deepRouteRunning_rating,firstName,yearsPro,manCoverage_diff,catching_diff,throwAccuracyShort_rating,position,overall_diff,weight_diff,bCVision_diff,throwPower_diff,speed_rating,runBlockPower_rating,injury_diff,toughness_rating,throwOnTheRun_rating,jumping_diff,spectacularCatch_diff,manCoverage_rating,stiffArm_rating,throwAccuracyMid_diff,trucking_diff,passBlock_diff,powerMoves_rating,iteration,stiffArm_diff,passBlockPower_rating,impactBlocking_rating,carrying_rating,breakTackle_rating,plyrHandedness,kickReturn_diff,passBlock_rating,changeOfDirection_rating,press_rating,passBlockPower_diff,pursuit_diff,release_diff,throwAccuracyDeep_rating,age_diff,archetype,runBlockPower_diff,runBlockFinesse_rating,finesseMoves_diff,blockShedding_diff,kickAccuracy_diff,teamId,agility_rating,age,primaryKey
Stanford,0.0,86,0.0,0.0,0.0,72,25,82,OkerekeBobby_20425,0.0,0.0,63,39,0.0,0.0,73,56,0.0,45,82,0.0,0.0,71,7/29/96,0.0,Default Stride Loose,2750000,37,0.0,0.0,-1.0,44,84,15,published,Okereke,0.0,58,12,0.0,81,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,20,0.0,80,6,14,0.0,88,9588,17,15,Colts,880000,0.0,0.0,0.0,0.0,72,Bobby Okereke,78,0.0,45,0.0,25,10,13,31,0.0,0.0,6,0.0,0.0,0.0,0.0,5,89,0.0,0.0,31,90,239,0.0,5,Bobby,2,0.0,0.0,6,MLB,0.0,0.0,0.0,0.0,88,45,0.0,83,6,0.0,0.0,65,33,0.0,0.0,0.0,62,week-12,0.0,45,72,47,19,Right,0.0,45,77,50,0.0,0.0,0.0,6,0.0,MLB_FieldGeneral,0.0,45,0.0,0.0,0.0,10,83,25,20425
Virginia,0.0,82,0.0,0.0,0.0,60,35,71,McLeodJrRodney_11813,0.0,0.0,68,65,0.0,0.0,70,59,0.0,35,69,0.0,0.0,82,6/23/90,0.0,Default,1580000,46,0.0,0.0,0.0,59,80,15,published,McLeod Jr,0.0,23,11,0.0,86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,0.0,81,6,19,0.0,90,5975,17,19,Eagles,1830000,0.0,0.0,0.0,0.0,44,Rodney McLeod Jr,78,0.0,35,0.0,21,68,13,57,0.0,0.0,6,0.0,0.0,0.0,0.0,13,90,0.0,0.0,64,92,195,0.0,10,Rodney,9,0.0,0.0,6,FS,0.0,0.0,0.0,0.0,84,35,0.0,77,6,0.0,0.0,75,44,0.0,0.0,0.0,52,week-12,0.0,35,58,65,46,Right,0.0,35,83,73,0.0,0.0,0.0,6,0.0,S_Zone,0.0,35,0.0,0.0,0.0,13,91,31,11813
Alabama,0.0,78,0.0,0.0,0.0,75,54,85,CollinsLandon_2593,0.0,0.0,72,52,0.0,0.0,72,60,0.0,35,73,0.0,0.0,72,1/10/94,0.0,Default Stride Loose,57800000,65,0.0,0.0,0.0,80,79,10,published,Collins,0.0,26,29,0.0,85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,0.0,93,6,17,0.0,89,7057,18,17,Football Team,26200000,0.0,0.0,0.0,0.0,63,Landon Collins,78,0.0,35,0.0,30,35,25,76,0.0,0.0,6,0.0,0.0,0.0,0.0,10,90,0.0,0.0,60,86,218,0.0,10,Landon,6,0.0,0.0,6,SS,0.0,0.0,0.0,0.0,87,35,0.0,88,6,0.0,0.0,67,57,0.0,0.0,0.0,45,week-12,0.0,35,68,66,59,Right,0.0,35,77,75,0.0,0.0,0.0,6,0.0,S_RunSupport,0.0,35,0.0,0.0,0.0,26,81,27,2593
Virginia Tech,0.0,82,0.0,0.0,0.0,74,80,35,ThomasLogan_12384,0.0,0.0,88,76,0.0,0.0,78,10,0.0,60,39,0.0,0.0,25,7/1/91,0.0,Default,18660000,75,0.0,0.0,0.0,78,15,71,published,Thomas,0.0,82,52,1.0,87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70,0.0,12,62,20,0.0,82,6610,25,49,Football Team,8130000,0.0,0.0,0.0,0.0,26,Logan Thomas,78,0.0,53,0.0,86,25,52,77,0.0,0.0,61,0.0,0.0,0.0,0.0,67,87,0.0,0.0,84,87,250,0.0,63,Logan,7,0.0,0.0,68,TE,0.0,0.0,0.0,0.0,83,54,0.0,94,77,0.0,0.0,19,71,0.0,0.0,1.0,10,week-12,0.0,57,74,76,70,Right,0.0,57,77,10,1.0,0.0,0.0,59,0.0,TE_VerticalThreat,0.0,60,0.0,0.0,0.0,26,81,30,12384
Oregon,0.0,79,0.0,0.0,0.0,90,17,37,SewellPenei_21540,0.0,0.0,33,10,0.0,0.0,77,16,0.0,81,32,1.0,0.0,12,10/9/00,0.0,Default Stride Awkward,9220000,30,0.0,0.0,0.0,10,19,12,published,Sewell,0.0,58,13,-1.0,70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,0.0,33,6,20,0.0,85,963,23,14,Lions,14880000,0.0,0.0,0.0,0.0,35,Penei Sewell,78,0.0,81,1.0,18,10,86,20,0.0,0.0,6,0.0,0.0,0.0,0.0,10,79,0.0,0.0,15,92,331,0.0,5,Penei,0,0.0,0.0,6,RT,0.0,0.0,0.0,0.0,69,80,0.0,88,6,0.0,0.0,12,25,0.0,0.0,-1.0,24,week-12,0.0,78,92,35,15,Right,0.0,79,58,10,-1.0,0.0,0.0,6,0.0,OT_Agile,1.0,82,0.0,0.0,0.0,19,59,20,21540
Boise State,0.0,84,0.0,0.0,0.0,90,10,29,ParadisMatt_2017,0.0,0.0,25,10,0.0,0.0,75,15,0.0,82,35,0.0,0.0,15,10/12/89,0.0,Long Stride Awkward,10730000,20,0.0,0.0,0.0,10,20,10,published,Paradis,0.0,61,12,0.0,66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,0.0,20,6,20,0.0,80,6545,20,13,Panthers,7810000,0.0,0.0,0.0,0.0,40,Matt Paradis,78,0.0,77,0.0,22,10,84,10,0.0,0.0,6,0.0,0.0,0.0,0.0,5,79,0.0,0.0,12,85,300,0.0,5,Matt,7,0.0,0.0,6,C,0.0,0.0,0.0,0.0,58,79,0.0,88,6,0.0,0.0,13,10,0.0,0.0,0.0,20,week-12,0.0,75,85,22,9,Right,0.0,76,58,10,0.0,0.0,0.0,6,0.0,C_Agile,0.0,84,0.0,0.0,0.0,21,70,31,2017
N.C. State,0.0,83,0.0,0.0,0.0,61,87,42,MeyersJakobi_20433,0.0,0.0,89,71,0.0,0.0,74,10,0.0,48,39,0.0,0.0,32,11/8/96,0.0,Default Stride Loose,1760000,50,0.0,0.0,0.0,81,32,81,published,Meyers,0.0,16,38,0.0,88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72,0.0,28,52,31,0.0,84,9570,45,50,Patriots,0,0.0,0.0,0.0,0.0,35,Jakobi Meyers,78,0.0,29,0.0,75,65,30,79,0.0,0.0,43,0.0,0.0,0.0,0.0,80,91,0.0,0.0,84,87,203,0.0,78,Jakobi,2,0.0,0.0,57,WR,0.0,0.0,0.0,0.0,87,35,0.0,84,58,0.0,0.0,24,47,0.0,0.0,0.0,10,week-12,0.0,30,46,73,73,Right,0.0,37,84,23,0.0,0.0,0.0,48,0.0,WR_Slot,0.0,30,0.0,0.0,0.0,22,88,24,20433
Arkansas,0.0,81,0.0,0.0,0.0,85,35,84,WiseJrDeatrich_12607,0.0,0.0,36,16,0.0,0.0,77,64,0.0,45,88,0.0,0.0,33,7/26/94,0.0,Long Stride Loose,12000000,24,0.0,0.0,0.0,32,79,17,published,Wise Jr,0.0,91,12,0.0,80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,0.0,81,6,22,0.0,77,8787,14,16,Patriots,10000000,0.0,0.0,0.0,0.0,79,Deatrich Wise Jr,78,0.0,45,0.0,11,10,17,31,0.0,0.0,6,0.0,0.0,0.0,0.0,17,83,0.0,0.0,33,89,271,0.0,17,Deatrich,4,0.0,0.0,6,RE,0.0,0.0,0.0,0.0,74,45,0.0,74,6,0.0,0.0,24,35,0.0,0.0,0.0,76,week-12,0.0,45,88,32,18,Right,0.0,45,60,10,0.0,0.0,0.0,6,0.0,DE_RunStopper,0.0,45,0.0,0.0,0.0,22,71,27,12607
Tulane,0.0,67,0.0,0.0,0.0,33,15,42,SantosCairo_2200,0.0,0.0,25,10,0.0,0.0,68,10,0.0,17,22,0.0,-1.0,14,11/12/91,3.0,Short Stride Awkward,5930000,10,0.0,0.0,0.0,10,29,15,published,Santos,0.0,2,15,0.0,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,0.0,25,15,81,0.0,84,6576,94,15,Bears,2070000,0.0,0.0,0.0,0.0,26,Cairo Santos,78,0.0,17,0.0,26,10,16,10,0.0,0.0,15,0.0,0.0,0.0,0.0,15,80,0.0,0.0,15,80,160,0.0,15,Cairo,7,0.0,0.0,33,K,1.0,0.0,0.0,0.0,74,16,0.0,60,15,0.0,0.0,20,10,0.0,0.0,0.0,10,week-12,0.0,17,16,35,15,Right,0.0,17,52,10,0.0,0.0,0.0,15,0.0,KP_Power,0.0,16,0.0,0.0,0.0,1,73,29,2200
Oklahoma,0.0,76,0.0,0.0,0.0,67,66,46,WilliamsDamien_2315,0.0,0.0,72,83,0.0,0.0,71,10,0.0,53,35,0.0,0.0,14,4/3/92,0.0,Default,1000000,73,0.0,0.0,0.0,88,25,68,published,Williams,0.0,8,25,0.0,85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69,0.0,12,30,11,0.0,89,6641,17,17,Bears,130000,0.0,0.0,0.0,0.0,22,Damien Williams,78,0.0,27,0.0,28,75,47,84,0.0,0.0,15,0.0,0.0,0.0,0.0,61,91,0.0,0.0,64,89,221,0.0,54,Damien,7,0.0,0.0,35,HB,0.0,0.0,0.0,0.0,89,40,0.0,85,15,0.0,0.0,14,74,0.0,0.0,0.0,10,week-12,0.0,33,48,88,84,Right,0.0,61,83,10,0.0,0.0,0.0,20,0.0,HB_ElusiveBack,0.0,41,0.0,0.0,0.0,1,87,29,2315
Alabama,0.0,76,0.0,0.0,0.0,56,61,72,WallaceLevi_13166,0.0,0.0,73,68,0.0,0.0,72,40,0.0,35,58,0.0,0.0,77,6/12/95,0.0,Default Stride Loose,1150000,35,0.0,0.0,0.0,74,74,47,published,Wallace,0.0,39,17,0.0,80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35,0.0,49,6,11,0.0,87,9098,10,10,Bills,530000,0.0,0.0,0.0,0.0,49,Levi Wallace,78,0.0,35,0.0,27,50,14,66,0.0,0.0,6,0.0,0.0,0.0,0.0,42,93,0.0,0.0,71,88,179,0.0,37,Levi,3,0.0,0.0,6,CB,0.0,0.0,0.0,0.0,90,35,0.0,83,6,0.0,0.0,79,39,0.0,0.0,0.0,37,week-12,0.0,35,48,65,58,Right,0.0,35,88,80,0.0,0.0,0.0,6,0.0,CB_MantoMan,0.0,35,0.0,0.0,0.0,3,86,26,13166
Oregon,0.0,85,0.0,0.0,0.0,65,50,74,HillTroy_2893,0.0,0.0,69,66,0.0,0.0,71,27,0.0,21,51,0.0,0.0,80,8/29/91,0.0,Short Stride Loose,5050000,25,0.0,0.0,0.0,71,83,29,published,Hill,0.0,23,10,0.0,86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,0.0,45,6,11,0.0,91,7502,15,10,Browns,2250000,0.0,0.0,0.0,0.0,50,Troy Hill,78,0.0,25,0.0,25,61,15,61,0.0,0.0,6,0.0,0.0,0.0,0.0,19,92,0.0,0.0,65,89,180,0.0,12,Troy,6,0.0,0.0,6,CB,0.0,0.0,0.0,0.0,87,25,0.0,77,6,0.0,0.0,78,25,0.0,0.0,0.0,21,week-12,0.0,25,45,67,49,Right,0.0,21,87,73,0.0,0.0,0.0,6,0.0,CB_Zone,0.0,25,0.0,0.0,0.0,5,91,30,2893
Michigan St.,0.0,85,0.0,0.0,0.0,85,10,82,GholstonWilliam_11882,0.0,0.0,39,45,0.0,0.0,78,61,0.0,45,83,0.0,0.0,54,7/31/91,0.0,Long Stride Loose,27500000,54,0.0,0.0,0.0,35,87,10,published,Gholston,0.0,92,12,0.0,71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,0.0,84,6,30,0.0,72,5815,30,15,Buccaneers,0,0.0,0.0,0.0,0.0,74,William Gholston,78,0.0,45,0.0,35,10,14,38,0.0,0.0,6,0.0,0.0,0.0,0.0,3,81,0.0,0.0,15,87,281,0.0,2,William,8,0.0,0.0,6,LE,0.0,0.0,0.0,0.0,72,45,0.0,77,6,0.0,0.0,24,52,0.0,0.0,0.0,81,week-12,0.0,45,84,46,14,Right,0.0,45,61,50,0.0,0.0,0.0,6,0.0,DE_PowerRusher,0.0,45,0.0,0.0,0.0,6,74,30,11882
Stanford,0.0,85,0.0,0.0,0.0,79,64,79,ShermanRichard_10811,0.0,0.0,81,75,0.0,0.0,75,55,0.0,35,64,0.0,0.0,80,3/30/88,0.0,Default,600000,51,0.0,0.0,0.0,77,83,39,published,Sherman,0.0,5,14,0.0,91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48,0.0,72,6,10,0.0,99,4475,12,12,Buccaneers,500000,0.0,0.0,0.0,0.0,53,Richard Sherman,78,0.0,35,0.0,12,51,19,82,0.0,0.0,6,0.0,0.0,0.0,0.0,29,88,0.0,0.0,79,88,205,0.0,22,Richard,10,0.0,0.0,6,CB,0.0,0.0,0.0,0.0,87,35,0.0,94,6,0.0,0.0,74,50,0.0,0.0,0.0,35,week-12,0.0,35,59,66,64,Right,0.0,35,87,82,0.0,0.0,0.0,6,0.0,CB_Zone,0.0,35,0.0,0.0,0.0,6,88,33,10811
Clemson,0.0,75,0.0,0.0,0.0,73,60,85,SimmonsIsaiah_21000,0.0,0.0,72,63,0.0,0.0,76,64,0.0,29,80,0.0,0.0,74,7/26/98,0.0,Long Stride Default,2000000,39,0.0,0.0,0.0,68,71,39,published,Simmons,0.0,9,12,0.0,93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43,0.0,86,6,20,0.0,92,569,20,12,Cardinals,18670000,0.0,0.0,0.0,0.0,66,Isaiah Simmons,78,0.0,45,0.0,24,58,18,69,0.0,0.0,6,0.0,0.0,0.0,0.0,36,93,0.0,0.0,67,90,238,0.0,32,Isaiah,1,0.0,0.0,6,MLB,0.0,0.0,0.0,0.0,93,45,0.0,87,6,0.0,0.0,68,47,0.0,0.0,0.0,67,week-12,0.0,45,70,65,43,Right,0.0,23,85,72,0.0,0.0,0.0,6,0.0,MLB_PassCoverage,0.0,45,0.0,0.0,0.0,7,91,23,21000
West Virginia,0.0,88,0.0,0.0,0.0,91,15,21,GlowinskiMark_2520,0.0,0.0,15,10,0.0,0.0,76,10,0.0,80,35,0.0,0.0,15,5/3/92,0.0,Default Stride Awkward,11910000,25,0.0,0.0,0.0,10,13,15,published,Glowinski,0.0,64,12,0.0,76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,0.0,20,6,16,0.0,85,7134,18,10,Colts,4200000,0.0,0.0,0.0,0.0,15,Mark Glowinski,78,0.0,77,0.0,12,10,81,10,0.0,0.0,6,0.0,0.0,0.0,0.0,5,82,0.0,0.0,15,92,310,0.0,5,Mark,6,0.0,0.0,6,RG,0.0,0.0,0.0,0.0,66,77,0.0,86,6,0.0,0.0,13,10,0.0,0.0,0.0,10,week-12,0.0,73,82,40,5,Right,0.0,75,49,10,0.0,0.0,0.0,6,0.0,G_Agile,0.0,81,0.0,0.0,0.0,10,65,29,2520
N.C. State,0.0,75,0.0,0.0,0.0,62,70,33,HinesNyheim_13268,0.0,0.0,77,85,0.0,0.0,69,10,0.0,26,27,0.0,0.0,18,11/12/96,0.0,Short Stride Default,14910000,45,0.0,0.0,0.0,86,16,74,published,Hines,0.0,21,20,0.0,85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61,0.0,15,15,13,0.0,86,8925,19,16,Colts,6180000,0.0,0.0,0.0,0.0,20,Nyheim Hines,78,0.0,31,0.0,25,83,26,79,0.0,0.0,15,0.0,0.0,0.0,0.0,67,93,0.0,0.0,61,88,198,0.0,61,Nyheim,3,0.0,0.0,20,HB,0.0,0.0,0.0,0.0,93,20,0.0,76,16,0.0,0.0,11,74,0.0,0.0,0.0,5,week-12,0.0,28,27,85,74,Right,-1.0,53,84,10,0.0,0.0,0.0,10,0.0,HB_ReceivingBack,0.0,17,0.0,0.0,0.0,10,90,24,13268
Pittsburgh,7150000.0,72,0.0,0.0,0.0,55,65,70,MaddoxAvonte_13332,0.0,0.0,69,66,0.0,0.0,69,39,0.0,40,62,0.0,0.0,77,3/31/96,1.0,Short Stride Loose,11890000,25,0.0,0.0,1.0,84,73,37,published,Maddox,0.0,29,12,0.0,88,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,27,0.0,61,6,10,0.0,89,8977,19,10,Eagles,7790000,0.0,0.0,0.0,0.0,45,Avonte Maddox,78,0.0,35,0.0,27,74,15,73,0.0,0.0,6,8000000.0,0.0,0.0,0.0,27,94,0.0,0.0,66,84,184,1.0,24,Avonte,3,0.0,0.0,6,CB,1.0,0.0,0.0,0.0,93,35,0.0,74,6,0.0,0.0,75,34,0.0,0.0,0.0,25,week-12,0.0,40,45,62,48,Right,0.0,35,98,75,0.0,0.0,0.0,6,0.0,CB_MantoMan,0.0,35,0.0,0.0,0.0,13,96,25,13332
Arkansas St.,0.0,78,0.0,0.0,0.0,69,64,45,McKissicJD_17893,0.0,0.0,77,81,0.0,0.0,70,10,0.0,40,27,0.0,0.0,16,8/15/93,0.0,Short Stride Loose,1750000,57,0.0,0.0,0.0,85,47,80,published,McKissic,0.0,41,20,0.0,87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63,0.0,15,10,25,0.0,88,8143,25,17,Football Team,1500000,0.0,0.0,0.0,0.0,45,J.D. McKissic,78,0.0,21,0.0,27,78,32,79,0.0,0.0,10,0.0,0.0,0.0,0.0,73,90,0.0,0.0,69,87,195,0.0,66,J.D.,5,0.0,0.0,15,HB,0.0,0.0,0.0,0.0,88,28,0.0,79,10,0.0,0.0,11,64,0.0,0.0,0.0,10,week-12,0.0,26,30,84,78,Right,0.0,58,85,15,0.0,0.0,0.0,10,0.0,HB_ReceivingBack,0.0,25,0.0,0.0,0.0,26,91,28,17893
Virginia,0.0,83,0.0,0.0,0.0,57,66,74,HallBryce_21263,0.0,0.0,70,62,0.0,0.0,73,46,0.0,35,62,0.0,0.0,80,11/5/97,0.0,Default Stride Loose,3300000,45,0.0,0.0,0.0,71,82,59,published,Hall,0.0,37,10,0.0,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45,0.0,57,6,14,0.0,87,315,15,12,Jets,310000,0.0,0.0,0.0,0.0,53,Bryce Hall,78,0.0,35,0.0,35,40,18,67,0.0,0.0,6,0.0,0.0,0.0,0.0,55,90,0.0,0.0,72,85,202,0.0,51,Bryce,1,0.0,0.0,6,CB,0.0,0.0,0.0,0.0,88,35,0.0,83,6,0.0,0.0,79,43,0.0,0.0,0.0,42,week-12,0.0,35,53,64,48,Right,0.0,35,84,76,0.0,0.0,0.0,6,0.0,CB_Zone,0.0,35,0.0,0.0,0.0,18,86,23,21263
N. Alabama,0.0,78,0.0,0.0,0.0,53,60,72,JenkinsJanoris_11437,0.0,0.0,75,75,0.0,0.0,70,54,0.0,30,60,0.0,0.0,76,10/29/88,0.0,Short Stride Loose,7500000,30,0.0,0.0,0.0,85,77,25,published,Jenkins,0.0,20,20,0.0,84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,0.0,50,6,10,0.0,94,5269,12,12,Titans,7380000,0.0,0.0,0.0,0.0,52,Janoris Jenkins,78,0.0,25,0.0,12,75,15,77,0.0,0.0,6,0.0,0.0,0.0,0.0,15,91,0.0,0.0,75,89,190,0.0,10,Janoris,9,0.0,0.0,6,CB,0.0,0.0,0.0,0.0,88,30,0.0,90,6,0.0,0.0,80,33,0.0,0.0,0.0,32,week-12,0.0,30,44,54,70,Right,0.0,35,90,80,0.0,0.0,0.0,6,0.0,CB_MantoMan,0.0,30,0.0,0.0,0.0,30,91,32,11437
Clemson,0.0,84,0.0,0.0,0.0,70,86,40,HigginsTee_20962,0.0,0.0,87,74,0.0,0.0,76,10,0.0,48,33,0.0,0.0,27,1/18/99,0.0,Long Stride Default,3400000,62,0.0,0.0,0.0,79,16,79,published,Higgins,0.0,85,27,0.0,91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78,0.0,26,31,13,0.0,82,351,17,22,Bengals,5280000,0.0,0.0,0.0,0.0,34,Tee Higgins,78,0.0,18,0.0,28,65,30,81,0.0,0.0,15,0.0,0.0,0.0,0.0,78,86,0.0,0.0,91,88,216,0.0,77,Tee,1,0.0,0.0,37,WR,0.0,0.0,0.0,0.0,87,33,0.0,84,25,0.0,0.0,19,73,0.0,0.0,0.0,10,week-12,0.0,20,44,74,77,Right,0.0,34,79,16,0.0,0.0,0.0,27,0.0,WR_Physical,0.0,34,0.0,0.0,0.0,2,84,22,20962
W. Kentucky,0.0,83,1.0,0.0,0.0,80,82,40,DoyleJack_9968,0.0,0.0,83,55,0.0,0.0,78,20,0.0,71,45,0.0,0.0,14,5/5/90,2.0,Long Stride High and Tight,16390000,70,0.0,0.0,0.0,62,15,71,published,Doyle,0.0,84,12,0.0,73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73,0.0,15,10,22,0.0,85,6746,21,15,Colts,10250000,0.0,0.0,0.0,0.0,40,Jack Doyle,78,0.0,59,0.0,22,10,56,74,0.0,0.0,6,0.0,0.0,0.0,0.0,66,81,0.0,0.0,82,85,262,0.0,60,Jack,8,0.0,1.0,15,TE,1.0,0.0,0.0,0.0,76,72,0.0,78,10,0.0,0.0,12,67,0.0,0.0,0.0,20,week-12,0.0,62,69,70,49,Right,0.0,63,68,10,0.0,0.0,2.0,6,0.0,TE_Possession,0.0,67,0.0,0.0,0.0,10,72,31,9968
LSU,0.0,78,0.0,0.0,0.0,93,15,80,WoodsAl_9869,0.0,0.0,37,10,0.0,0.0,76,50,0.0,45,85,0.0,0.0,29,3/25/87,0.0,Default Stride Awkward,1660000,15,0.0,0.0,0.0,10,78,15,published,Woods,0.0,99,12,0.0,88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,0.0,67,6,22,0.0,71,3268,19,14,Seahawks,750000,0.0,0.0,0.0,0.0,78,Al Woods,78,0.0,45,0.0,20,10,34,10,0.0,0.0,6,0.0,0.0,0.0,0.0,7,79,0.0,0.0,15,88,309,0.0,3,Al,11,0.0,0.0,6,DT,0.0,0.0,0.0,0.0,68,45,0.0,75,6,0.0,0.0,12,10,0.0,0.0,0.0,73,week-12,0.0,45,83,25,10,Right,0.0,45,53,12,0.0,0.0,0.0,6,0.0,DT_RunStopper,0.0,45,0.0,0.0,0.0,28,66,34,9869
Notre Dame,0.0,85,0.0,0.0,0.0,72,86,57,ClaypoolChase_21077,0.0,0.0,86,78,0.0,0.0,76,30,0.0,55,43,0.0,0.0,50,7/7/98,0.0,Long Stride Default,3840000,67,0.0,0.0,0.0,79,28,81,published,Claypool,0.0,11,32,0.0,95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78,0.0,45,30,15,0.0,86,700,21,26,Steelers,2770000,0.0,0.0,0.0,0.0,50,Chase Claypool,78,0.0,48,0.0,47,65,41,85,0.0,0.0,25,0.0,0.0,0.0,0.0,79,89,0.0,0.0,88,87,238,0.0,81,Chase,1,0.0,0.0,40,WR,0.0,0.0,0.0,0.0,92,47,0.0,86,35,0.0,0.0,41,73,0.0,0.0,0.0,26,week-12,0.0,47,61,72,79,Left,0.0,49,75,43,0.0,0.0,0.0,26,0.0,WR_Physical,0.0,49,0.0,0.0,0.0,29,78,23,21077
Wyoming,0.0,80,0.0,0.0,0.0,71,54,83,GipsonTashaun_11818,0.0,0.0,81,55,0.0,0.0,71,63,0.0,35,70,0.0,0.0,82,8/7/90,0.0,Default,500000,52,0.0,0.0,0.0,59,77,15,published,Gipson Sr,0.0,38,10,0.0,84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,0.0,72,6,19,0.0,92,6702,20,24,Bears,1310000,0.0,0.0,0.0,0.0,59,Tashaun Gipson Sr,78,0.0,35,0.0,21,65,11,66,0.0,0.0,6,0.0,0.0,0.0,0.0,13,87,0.0,0.0,60,93,212,0.0,10,Tashaun,9,0.0,0.0,6,SS,0.0,0.0,0.0,0.0,83,35,0.0,81,6,0.0,0.0,74,44,0.0,0.0,0.0,48,week-12,0.0,35,56,66,42,Right,0.0,35,77,76,0.0,0.0,0.0,6,0.0,S_Zone,0.0,35,0.0,0.0,0.0,1,85,31,11818
North Carolina,0.0,85,0.0,0.0,0.0,84,20,85,QuinnRobert_10694,0.0,0.0,49,35,0.0,0.0,76,74,0.0,45,82,0.0,0.0,48,5/18/90,0.0,Long Stride Loose,47450000,46,0.0,0.0,0.0,33,84,20,published,Quinn,0.0,94,12,0.0,82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,0.0,81,6,22,0.0,82,4452,14,18,Bears,22560000,0.0,0.0,0.0,0.0,72,Robert Quinn,78,0.0,45,0.0,33,10,25,35,0.0,0.0,6,0.0,0.0,0.0,0.0,10,84,0.0,0.0,30,91,250,0.0,6,Robert,10,0.0,0.0,6,ROLB,0.0,0.0,0.0,0.0,80,45,0.0,78,6,0.0,0.0,49,40,0.0,0.0,0.0,78,week-12,0.0,45,86,35,25,Right,0.0,45,68,45,0.0,0.0,0.0,6,0.0,OLB_PowerRusher,0.0,45,0.0,0.0,0.0,1,82,31,10694
